Year,Round,Date,AwayTeam,AwayTeamScoreFT,RoundOrder,HomeTeam,HomeTeamScoreFT,Result
2012,QF,8/9/2012,Sydney,11.5,26,Adelaide,5.12,win
2012,R12,15/6/2012,St Kilda,16.15,12,Adelaide,17.13,lost
2012,R14,30/6/2012,Richmond,13.9,14,Adelaide,17.4,lost
2012,R17,21/7/2012,West Coast,11.9,17,Adelaide,19.1,lost
2012,R19,5/8/2012,Essendon,15.1,19,Adelaide,16.8,lost
2012,R2,7/4/2012,Western Bulldogs,9.1,2,Adelaide,11.16,lost
2012,R20,11/8/2012,Fremantle,14.7,20,Adelaide,17.17,lost
2012,R23,1/9/2012,Gold Coast,9.8,23,Adelaide,22.21,lost
2012,R4,21/4/2012,Greater Western Sydney,7.8,4,Adelaide,13.18,lost
2012,R5,29/4/2012,Port Adelaide,14.7,5,Adelaide,16.14,lost
2012,R7,12/5/2012,Geelong,10.12,7,Adelaide,19.8,lost
2012,R9,26/5/2012,Collingwood,10.15,9,Adelaide,6.13,win
2012,SF,14/9/2012,Fremantle,11.5,27,Adelaide,12.9,lost
2012,R10,3/6/2012,West Coast,15.1,10,Brisbane Lions,16.6,lost
2012,R14,1/7/2012,Melbourne,8.13,14,Brisbane Lions,18.14,lost
2012,R16,14/7/2012,St Kilda,16.9,16,Brisbane Lions,14.8,win
2012,R19,4/8/2012,Richmond,20.12,19,Brisbane Lions,12.12,win
2012,R2,5/4/2012,Carlton,23.16,2,Brisbane Lions,9.9,win
2012,R21,18/8/2012,Adelaide,12.13,21,Brisbane Lions,13.17,lost
2012,R23,2/9/2012,Western Bulldogs,9.7,23,Brisbane Lions,19.14,lost
2012,R4,21/4/2012,Gold Coast,6.1,4,Brisbane Lions,17.9,lost
2012,R5,28/4/2012,Geelong,12.7,5,Brisbane Lions,4.17,win
2012,R7,12/5/2012,Collingwood,17.14,7,Brisbane Lions,8.1,win
2012,R8,20/5/2012,Greater Western Sydney,5.1,8,Brisbane Lions,19.18,lost
2012,R11,8/6/2012,Geelong,14.13,11,Carlton,11.19,win
2012,R14,29/6/2012,Hawthorn,18.12,14,Carlton,10.1,win
2012,R18,28/7/2012,Richmond,13.13,18,Carlton,14.11,lost
2012,R19,5/8/2012,Sydney,14.9,19,Carlton,10.11,win
2012,R20,11/8/2012,Brisbane Lions,10.17,20,Carlton,17.11,lost
2012,R23,2/9/2012,St Kilda,16.1,23,Carlton,12.19,win
2012,R3,13/4/2012,Collingwood,9.8,3,Carlton,18.14,lost
2012,R4,21/4/2012,Essendon,15.19,4,Carlton,11.13,win
2012,R6,6/5/2012,Greater Western Sydney,6.7,6,Carlton,15.2,lost
2012,R8,20/5/2012,Adelaide,19.1,8,Carlton,8.7,win
2012,R9,27/5/2012,Melbourne,6.13,9,Carlton,15.17,lost
2012,R10,3/6/2012,Gold Coast,7.1,10,Collingwood,23.11,lost
2012,R13,23/6/2012,West Coast,12.1,13,Collingwood,12.13,lost
2012,R14,30/6/2012,Fremantle,12.6,14,Collingwood,15.17,lost
2012,R15,6/7/2012,Carlton,12.13,15,Collingwood,8.14,win
2012,R17,21/7/2012,Hawthorn,21.12,17,Collingwood,13.13,win
2012,R19,4/8/2012,St Kilda,13.7,19,Collingwood,12.19,win
2012,R2,7/4/2012,Richmond,8.16,2,Collingwood,12.13,lost
2012,R21,18/8/2012,North Melbourne,13.13,21,Collingwood,8.13,win
2012,R4,21/4/2012,Port Adelaide,10.13,4,Collingwood,14.13,lost
2012,R5,25/4/2012,Essendon,11.13,5,Collingwood,11.14,lost
2012,R8,18/5/2012,Geelong,11.18,8,Collingwood,14.12,lost
2012,SF,15/9/2012,West Coast,9.6,27,Collingwood,10.13,lost
2012,R10,2/6/2012,Melbourne,8.1,10,Essendon,6.16,win
2012,R11,9/6/2012,Sydney,13.8,11,Essendon,11.16,win
2012,R14,30/6/2012,Western Bulldogs,8.8,14,Essendon,21.14,lost
2012,R18,27/7/2012,Hawthorn,27.18,18,Essendon,12.14,win
2012,R2,7/4/2012,Port Adelaide,13.8,2,Essendon,16.15,lost
2012,R20,12/8/2012,North Melbourne,15.1,20,Essendon,11.1,win
2012,R21,18/8/2012,Carlton,24.12,21,Essendon,8.12,win
2012,R23,1/9/2012,Collingwood,14.2,23,Essendon,10.12,win
2012,R6,5/5/2012,Brisbane Lions,9.8,6,Essendon,19.15,lost
2012,R7,12/5/2012,West Coast,7.1,7,Essendon,16.17,lost
2012,R8,19/5/2012,Richmond,15.19,8,Essendon,19.14,lost
2012,R1,31/3/2012,Geelong,15.11,1,Fremantle,16.9,lost
2012,R10,2/6/2012,Adelaide,17.9,10,Fremantle,12.1,win
2012,R13,23/6/2012,Essendon,17.11,13,Fremantle,14.5,win
2012,R15,8/7/2012,Western Bulldogs,8.9,15,Fremantle,14.11,lost
2012,R17,22/7/2012,Greater Western Sydney,5.7,17,Fremantle,18.24,lost
2012,R19,4/8/2012,West Coast,6.12,19,Fremantle,17.11,lost
2012,R21,18/8/2012,Richmond,11.6,21,Fremantle,13.16,lost
2012,R23,1/9/2012,Melbourne,5.1,23,Fremantle,14.17,lost
2012,R3,14/4/2012,Brisbane Lions,5.5,3,Fremantle,8.16,lost
2012,R5,27/4/2012,Carlton,10.5,5,Fremantle,7.15,win
2012,R7,13/5/2012,Port Adelaide,7.5,7,Fremantle,12.15,lost
2012,EF,8/9/2012,Fremantle,14.12,25,Geelong,11.14,win
2012,R10,2/6/2012,Greater Western Sydney,9.7,10,Geelong,19.12,lost
2012,R14,1/7/2012,Port Adelaide,8.13,14,Geelong,14.15,lost
2012,R16,14/7/2012,Collingwood,17.8,16,Geelong,10.19,win
2012,R17,20/7/2012,Essendon,10.7,17,Geelong,20.14,lost
2012,R18,28/7/2012,Adelaide,11.9,18,Geelong,15.12,lost
2012,R2,9/4/2012,Hawthorn,13.12,2,Geelong,14.8,lost
2012,R21,17/8/2012,St Kilda,11.15,21,Geelong,18.15,lost
2012,R22,26/8/2012,Western Bulldogs,11.7,22,Geelong,16.11,lost
2012,R23,1/9/2012,Sydney,11.12,23,Geelong,17.1,lost
2012,R4,22/4/2012,Richmond,9.11,4,Geelong,11.9,lost
2012,R6,5/5/2012,Melbourne,11.1,6,Geelong,17.17,lost
2012,R1,31/3/2012,Adelaide,19.23,1,Gold Coast,10.8,win
2012,R11,9/6/2012,St Kilda,21.18,11,Gold Coast,7.7,win
2012,R12,16/6/2012,North Melbourne,11.21,12,Gold Coast,12.8,lost
2012,R15,8/7/2012,Geelong,15.2,15,Gold Coast,13.18,win
2012,R17,21/7/2012,Brisbane Lions,8.11,17,Gold Coast,5.18,win
2012,R18,28/7/2012,Sydney,19.12,18,Gold Coast,8.6,win
2012,R20,11/8/2012,Greater Western Sydney,12.7,20,Gold Coast,16.13,lost
2012,R22,25/8/2012,Carlton,11.2,22,Gold Coast,15.8,lost
2012,R3,14/4/2012,Essendon,15.15,3,Gold Coast,13.1,win
2012,R6,5/5/2012,Fremantle,14.1,6,Gold Coast,14.3,lost
2012,R9,26/5/2012,Port Adelaide,17.16,9,Gold Coast,10.1,win
2012,R1,24/3/2012,Sydney,14.16,1,Greater Western Sydney,5.7,win
2012,R12,16/6/2012,Richmond,11.2,12,Greater Western Sydney,12.2,lost
2012,R16,15/7/2012,Adelaide,27.16,16,Greater Western Sydney,8.11,win
2012,R18,28/7/2012,Collingwood,26.18,18,Greater Western Sydney,7.12,win
2012,R19,4/8/2012,Port Adelaide,10.13,19,Greater Western Sydney,16.11,lost
2012,R21,18/8/2012,Melbourne,11.18,21,Greater Western Sydney,9.5,win
2012,R23,1/9/2012,North Melbourne,16.9,23,Greater Western Sydney,11.11,win
2012,R3,15/4/2012,West Coast,23.12,3,Greater Western Sydney,10.9,win
2012,R5,28/4/2012,Western Bulldogs,15.14,5,Greater Western Sydney,9.8,win
2012,R7,12/5/2012,Gold Coast,9.13,7,Greater Western Sydney,13.16,lost
2012,R9,26/5/2012,Essendon,18.11,9,Greater Western Sydney,7.11,win
2012,GF,29/9/2012,Sydney,14.7,29,Hawthorn,11.15,win
2012,PF,22/9/2012,Adelaide,14.8,28,Hawthorn,13.19,win
2012,QF,7/9/2012,Collingwood,15.7,26,Hawthorn,20.15,lost
2012,R1,30/3/2012,Collingwood,16.19,1,Hawthorn,20.17,lost
2012,R10,2/6/2012,North Melbourne,9.5,10,Hawthorn,27.12,lost
2012,R12,17/6/2012,Brisbane Lions,11.4,12,Hawthorn,19.21,lost
2012,R15,8/7/2012,Greater Western Sydney,4.7,15,Hawthorn,28.25,lost
2012,R19,3/8/2012,Geelong,18.1,19,Hawthorn,17.14,win
2012,R20,12/8/2012,Port Adelaide,13.9,20,Hawthorn,24.15,lost
2012,R21,19/8/2012,Gold Coast,10.5,21,Hawthorn,19.15,lost
2012,R23,31/8/2012,West Coast,10.1,23,Hawthorn,14.11,lost
2012,R3,15/4/2012,Adelaide,12.12,3,Hawthorn,21.14,lost
2012,R5,29/4/2012,Sydney,16.1,5,Hawthorn,10.9,win
2012,R8,19/5/2012,Fremantle,9.9,8,Hawthorn,17.17,lost
2012,R1,31/3/2012,Brisbane Lions,17.17,1,Melbourne,11.12,win
2012,R11,11/6/2012,Collingwood,19.15,11,Melbourne,13.9,win
2012,R13,24/6/2012,Greater Western Sydney,9.3,13,Melbourne,20.15,lost
2012,R15,7/7/2012,Richmond,13.23,15,Melbourne,11.12,win
2012,R16,14/7/2012,Fremantle,18.9,16,Melbourne,12.11,win
2012,R17,21/7/2012,Port Adelaide,12.12,17,Melbourne,8.8,win
2012,R19,5/8/2012,Gold Coast,9.12,19,Melbourne,16.12,lost
2012,R22,26/8/2012,Adelaide,22.18,22,Melbourne,11.15,win
2012,R4,22/4/2012,Western Bulldogs,13.1,4,Melbourne,9.13,win
2012,R5,28/4/2012,St Kilda,12.12,5,Melbourne,10.6,win
2012,R7,11/5/2012,Hawthorn,15.25,7,Melbourne,6.13,win
2012,R1,31/3/2012,Essendon,14.2,1,North Melbourne,15.12,lost
2012,R13,24/6/2012,Adelaide,13.11,13,North Melbourne,17.19,lost
2012,R15,7/7/2012,West Coast,12.14,15,North Melbourne,13.6,lost
2012,R16,13/7/2012,Carlton,14.12,16,North Melbourne,24.5,lost
2012,R18,28/7/2012,Melbourne,11.7,18,North Melbourne,19.13,lost
2012,R2,8/4/2012,Greater Western Sydney,8.6,2,North Melbourne,28.15,lost
2012,R22,26/8/2012,Fremantle,20.12,22,North Melbourne,12.7,win
2012,R3,15/4/2012,Geelong,16.18,3,North Melbourne,20.11,lost
2012,R5,28/4/2012,Gold Coast,13.15,5,North Melbourne,17.25,lost
2012,R7,13/5/2012,Western Bulldogs,15.11,7,North Melbourne,12.11,win
2012,R9,27/5/2012,Brisbane Lions,15.6,9,North Melbourne,17.1,lost
2012,R1,1/4/2012,St Kilda,13.7,1,Port Adelaide,13.11,win
2012,R10,2/6/2012,Carlton,6.9,10,Port Adelaide,14.15,lost
2012,R11,10/6/2012,Hawthorn,16.12,11,Port Adelaide,9.8,win
2012,R15,7/7/2012,Adelaide,17.14,15,Port Adelaide,8.1,win
2012,R16,14/7/2012,Essendon,19.13,16,Port Adelaide,11.11,win
2012,R18,29/7/2012,Fremantle,11.9,18,Port Adelaide,6.12,win
2012,R21,19/8/2012,West Coast,14.14,21,Port Adelaide,6.14,win
2012,R22,25/8/2012,Brisbane Lions,16.8,22,Port Adelaide,14.9,win
2012,R3,14/4/2012,Sydney,16.9,3,Port Adelaide,12.11,win
2012,R6,6/5/2012,Richmond,13.13,6,Port Adelaide,8.6,win
2012,R8,19/5/2012,North Melbourne,14.9,8,Port Adelaide,14.11,win
2012,R1,29/3/2012,Carlton,18.17,1,Richmond,12.9,win
2012,R11,9/6/2012,Fremantle,12.6,11,Richmond,9.12,win
2012,R16,14/7/2012,Gold Coast,13.12,16,Richmond,13.1,win
2012,R17,22/7/2012,North Melbourne,15.13,17,Richmond,14.15,win
2012,R20,12/8/2012,Western Bulldogs,12.8,20,Richmond,22.18,lost
2012,R22,24/8/2012,Essendon,8.9,22,Richmond,13.24,lost
2012,R23,2/9/2012,Port Adelaide,16.1,23,Richmond,16.1,draw
2012,R3,14/4/2012,Melbourne,11.8,3,Richmond,20.13,lost
2012,R5,29/4/2012,West Coast,16.11,5,Richmond,14.13,win
2012,R7,12/5/2012,Sydney,8.14,7,Richmond,13.13,lost
2012,R9,26/5/2012,Hawthorn,10.15,9,Richmond,21.11,lost
2012,R10,1/6/2012,Richmond,18.13,10,St Kilda,16.17,win
2012,R14,1/7/2012,North Melbourne,21.1,14,St Kilda,15.13,win
2012,R15,7/7/2012,Essendon,8.14,15,St Kilda,21.7,lost
2012,R18,29/7/2012,Western Bulldogs,6.6,18,St Kilda,16.22,lost
2012,R2,8/4/2012,Gold Coast,7.5,2,St Kilda,21.13,lost
2012,R20,11/8/2012,Melbourne,12.1,20,St Kilda,16.11,lost
2012,R22,25/8/2012,Greater Western Sydney,5.5,22,St Kilda,25.13,lost
2012,R4,20/4/2012,Fremantle,14.8,4,St Kilda,11.13,win
2012,R6,5/5/2012,Hawthorn,18.15,6,St Kilda,13.1,win
2012,R7,14/5/2012,Carlton,14.14,7,St Kilda,19.8,lost
2012,R9,26/5/2012,Sydney,12.11,9,St Kilda,16.15,lost
2012,PF,21/9/2012,Collingwood,10.1,28,Sydney,13.18,lost
2012,R10,3/6/2012,Western Bulldogs,5.1,10,Sydney,20.12,lost
2012,R13,22/6/2012,Geelong,11.8,13,Sydney,12.8,lost
2012,R14,30/6/2012,Greater Western Sydney,5.8,14,Sydney,19.18,lost
2012,R15,7/7/2012,Brisbane Lions,9.9,15,Sydney,16.14,lost
2012,R17,22/7/2012,St Kilda,10.16,17,Sydney,15.15,lost
2012,R2,7/4/2012,Fremantle,12.9,2,Sydney,14.1,lost
2012,R20,11/8/2012,Collingwood,12.6,20,Sydney,9.16,win
2012,R22,25/8/2012,Hawthorn,15.12,22,Sydney,14.11,win
2012,R4,22/4/2012,North Melbourne,10.17,4,Sydney,17.11,lost
2012,R6,5/5/2012,Adelaide,15.9,6,Sydney,14.1,win
2012,R8,19/5/2012,Melbourne,5.7,8,Sydney,21.12,lost
2012,EF,9/9/2012,North Melbourne,9.12,25,West Coast,24.18,lost
2012,R12,14/6/2012,Carlton,10.9,12,West Coast,10.19,win
2012,R14,30/6/2012,Gold Coast,5.1,14,West Coast,25.16,lost
2012,R16,15/7/2012,Sydney,18.13,16,West Coast,10.9,win
2012,R18,29/7/2012,Brisbane Lions,12.5,18,West Coast,28.7,lost
2012,R2,7/4/2012,Melbourne,9.4,2,West Coast,25.16,lost
2012,R20,10/8/2012,Geelong,15.7,20,West Coast,16.6,lost
2012,R22,25/8/2012,Collingwood,8.1,22,West Coast,15.17,lost
2012,R4,21/4/2012,Hawthorn,5.16,4,West Coast,5.21,lost
2012,R6,6/5/2012,North Melbourne,15.5,6,West Coast,17.18,lost
2012,R8,20/5/2012,St Kilda,13.13,8,West Coast,18.13,lost
2012,R9,27/5/2012,Fremantle,5.6,9,West Coast,11.18,lost
2012,R1,1/4/2012,West Coast,21.1,1,Western Bulldogs,12.15,win
2012,R12,17/6/2012,Port Adelaide,8.9,12,Western Bulldogs,13.17,lost
2012,R13,23/6/2012,Brisbane Lions,18.6,13,Western Bulldogs,7.14,win
2012,R16,15/7/2012,Hawthorn,17.14,16,Western Bulldogs,6.8,win
2012,R17,21/7/2012,Carlton,16.6,17,Western Bulldogs,12.12,win
2012,R19,4/8/2012,North Melbourne,18.7,19,Western Bulldogs,8.13,win
2012,R21,19/8/2012,Sydney,26.11,21,Western Bulldogs,13.7,win
2012,R3,14/4/2012,St Kilda,15.13,3,Western Bulldogs,5.1,win
2012,R6,4/5/2012,Collingwood,15.8,6,Western Bulldogs,11.11,win
2012,R8,19/5/2012,Gold Coast,4.1,8,Western Bulldogs,9.18,lost
2012,R9,25/5/2012,Geelong,14.11,9,Western Bulldogs,11.9,win
2013,R1,22/3/2013,Essendon,18.9,1,Adelaide,11.16,win
2013,R10,1/6/2013,Fremantle,10.6,10,Adelaide,8.11,win
2013,R11,8/6/2013,Sydney,19.13,11,Adelaide,6.14,win
2013,R15,6/7/2013,West Coast,11.9,15,Adelaide,9.15,win
2013,R17,21/7/2013,Geelong,14.8,17,Adelaide,14.1,win
2013,R19,4/8/2013,Port Adelaide,17.5,19,Adelaide,15.13,win
2013,R20,11/8/2013,North Melbourne,10.1,20,Adelaide,11.13,lost
2013,R22,24/8/2013,Melbourne,7.1,22,Adelaide,18.12,lost
2013,R4,21/4/2013,Western Bulldogs,4.4,4,Adelaide,12.8,lost
2013,R6,4/5/2013,Hawthorn,13.11,6,Adelaide,11.12,win
2013,R8,19/5/2013,St Kilda,6.11,8,Adelaide,12.15,lost
2013,R10,31/5/2013,Collingwood,14.16,10,Brisbane Lions,7.9,win
2013,R13,23/6/2013,Geelong,14.14,13,Brisbane Lions,15.13,lost
2013,R15,6/7/2013,Gold Coast,12.11,15,Brisbane Lions,17.14,lost
2013,R16,13/7/2013,North Melbourne,17.3,16,Brisbane Lions,18.9,lost
2013,R19,3/8/2013,St Kilda,11.11,19,Brisbane Lions,16.12,lost
2013,R2,6/4/2013,Adelaide,14.12,2,Brisbane Lions,10.17,win
2013,R21,17/8/2013,Greater Western Sydney,9.9,21,Brisbane Lions,18.15,lost
2013,R22,25/8/2013,Western Bulldogs,13.15,22,Brisbane Lions,15.1,lost
2013,R5,28/4/2013,Melbourne,14.1,5,Brisbane Lions,17.2,lost
2013,R7,11/5/2013,West Coast,17.6,7,Brisbane Lions,12.1,win
2013,R9,25/5/2013,Carlton,13.2,9,Brisbane Lions,12.13,win
2013,R1,28/3/2013,Richmond,14.22,1,Carlton,14.17,win
2013,R10,1/6/2013,Greater Western Sydney,8.6,10,Carlton,22.16,lost
2013,R12,14/6/2013,Hawthorn,15.12,12,Carlton,13.9,win
2013,R15,5/7/2013,Collingwood,17.16,15,Carlton,12.5,win
2013,R16,13/7/2013,St Kilda,10.14,16,Carlton,16.14,lost
2013,R19,3/8/2013,Fremantle,17.14,19,Carlton,12.8,win
2013,R20,10/8/2013,Western Bulldogs,16.21,20,Carlton,13.11,win
2013,R22,24/8/2013,Essendon,12.1,22,Carlton,9.22,win
2013,R5,27/4/2013,Adelaide,12.11,5,Carlton,17.13,lost
2013,R6,5/5/2013,Melbourne,8.12,6,Carlton,18.13,lost
2013,R8,19/5/2013,Port Adelaide,14.7,8,Carlton,16.13,lost
2013,EF,7/9/2013,Port Adelaide,12.15,25,Collingwood,9.9,win
2013,R12,16/6/2013,Western Bulldogs,9.11,12,Collingwood,15.9,lost
2013,R16,12/7/2013,Adelaide,12.12,16,Collingwood,17.9,lost
2013,R18,27/7/2013,Greater Western Sydney,10.6,18,Collingwood,15.16,lost
2013,R19,4/8/2013,Essendon,7.12,19,Collingwood,20.13,lost
2013,R2,7/4/2013,Carlton,15.1,2,Collingwood,17.15,lost
2013,R22,23/8/2013,West Coast,5.9,22,Collingwood,15.11,lost
2013,R23,1/9/2013,North Melbourne,19.11,23,Collingwood,17.12,win
2013,R3,14/4/2013,Hawthorn,22.13,3,Collingwood,13.12,win
2013,R6,3/5/2013,St Kilda,11.11,6,Collingwood,15.13,lost
2013,R8,18/5/2013,Geelong,14.12,8,Collingwood,15.12,lost
2013,R9,24/5/2013,Sydney,15.12,9,Collingwood,8.7,win
2013,R11,7/6/2013,Carlton,10.12,11,Essendon,11.11,lost
2013,R12,15/6/2013,Gold Coast,11.6,12,Essendon,17.13,lost
2013,R15,7/7/2013,Port Adelaide,12.16,15,Essendon,18.1,lost
2013,R18,26/7/2013,Hawthorn,22.11,18,Essendon,13.9,win
2013,R2,6/4/2013,Melbourne,5.6,2,Essendon,28.16,lost
2013,R20,11/8/2013,West Coast,18.12,20,Essendon,9.13,win
2013,R21,17/8/2013,North Melbourne,17.13,21,Essendon,9.16,win
2013,R23,31/8/2013,Richmond,15.14,23,Essendon,9.11,win
2013,R5,25/4/2013,Collingwood,10.15,5,Essendon,18.13,lost
2013,R6,4/5/2013,Greater Western Sydney,12.9,6,Essendon,17.18,lost
2013,R8,18/5/2013,Brisbane Lions,14.12,8,Essendon,12.14,win
2013,PF,21/9/2013,Sydney,11.8,28,Fremantle,14.15,lost
2013,R1,23/3/2013,West Coast,11.14,1,Fremantle,16.12,lost
2013,R12,15/6/2013,Brisbane Lions,6.1,12,Fremantle,12.14,lost
2013,R13,23/6/2013,North Melbourne,4.5,13,Fremantle,10.7,lost
2013,R15,7/7/2013,St Kilda,11.4,15,Fremantle,15.1,lost
2013,R18,27/7/2013,Adelaide,7.11,18,Fremantle,11.9,lost
2013,R20,11/8/2013,Greater Western Sydney,6.8,20,Fremantle,24.13,lost
2013,R22,24/8/2013,Port Adelaide,9.6,22,Fremantle,21.8,lost
2013,R3,12/4/2013,Essendon,10.12,3,Fremantle,9.14,win
2013,R5,26/4/2013,Richmond,12.8,5,Fremantle,12.9,lost
2013,R7,11/5/2013,Collingwood,10.13,7,Fremantle,15.1,lost
2013,R9,26/5/2013,Melbourne,6.4,9,Fremantle,19.16,lost
2013,QF,7/9/2013,Fremantle,12.15,26,Geelong,9.18,win
2013,R10,1/6/2013,Gold Coast,10.11,10,Geelong,18.15,lost
2013,R14,29/6/2013,Fremantle,7.2,14,Geelong,11.19,lost
2013,R15,6/7/2013,Hawthorn,10.12,15,Geelong,11.16,lost
2013,R16,13/7/2013,Melbourne,4.6,16,Geelong,13.2,lost
2013,R18,27/7/2013,St Kilda,5.6,18,Geelong,21.11,lost
2013,R2,7/4/2013,North Melbourne,17.6,2,Geelong,16.16,win
2013,R20,10/8/2013,Port Adelaide,16.8,20,Geelong,20.9,lost
2013,R22,24/8/2013,Sydney,7.6,22,Geelong,13.14,lost
2013,R23,31/8/2013,Brisbane Lions,17.9,23,Geelong,15.22,win
2013,R3,13/4/2013,Carlton,15.13,3,Geelong,18.11,lost
2013,R7,10/5/2013,Essendon,11.19,7,Geelong,17.11,lost
2013,SF,13/9/2013,Port Adelaide,12.8,27,Geelong,13.18,lost
2013,R1,30/3/2013,St Kilda,10.17,1,Gold Coast,13.12,lost
2013,R11,8/6/2013,North Melbourne,8.3,11,Gold Coast,9.12,lost
2013,R14,29/6/2013,Adelaide,16.15,14,Gold Coast,11.17,win
2013,R17,20/7/2013,Collingwood,11.12,17,Gold Coast,13.7,lost
2013,R18,27/7/2013,Carlton,16.24,18,Gold Coast,11.11,win
2013,R20,10/8/2013,Melbourne,10.17,20,Gold Coast,13.12,lost
2013,R23,1/9/2013,Greater Western Sydney,9.9,23,Gold Coast,22.14,lost
2013,R3,13/4/2013,Brisbane Lions,13.16,3,Gold Coast,13.14,win
2013,R4,20/4/2013,Port Adelaide,16.8,4,Gold Coast,9.12,win
2013,R6,4/5/2013,Fremantle,15.9,6,Gold Coast,7.12,win
2013,R8,18/5/2013,Western Bulldogs,8.13,8,Gold Coast,13.15,lost
2013,R1,30/3/2013,Sydney,16.1,1,Greater Western Sydney,11.1,win
2013,R11,8/6/2013,Geelong,24.13,11,Greater Western Sydney,15.8,win
2013,R12,16/6/2013,Port Adelaide,19.11,12,Greater Western Sydney,6.14,win
2013,R15,6/7/2013,Western Bulldogs,13.9,15,Greater Western Sydney,12.11,win
2013,R17,20/7/2013,Essendon,18.8,17,Greater Western Sydney,11.11,win
2013,R19,3/8/2013,Melbourne,12.15,19,Greater Western Sydney,19.1,lost
2013,R22,25/8/2013,Richmond,25.13,22,Greater Western Sydney,6.6,win
2013,R3,13/4/2013,St Kilda,21.14,3,Greater Western Sydney,10.8,win
2013,R5,27/4/2013,Gold Coast,21.22,5,Greater Western Sydney,16.8,win
2013,R7,12/5/2013,Adelaide,29.13,7,Greater Western Sydney,7.1,win
2013,R9,25/5/2013,West Coast,23.17,9,Greater Western Sydney,8.7,win
2013,GF,28/9/2013,Fremantle,8.14,29,Hawthorn,11.11,lost
2013,PF,20/9/2013,Geelong,15.7,28,Hawthorn,14.18,win
2013,QF,6/9/2013,Sydney,7.9,26,Hawthorn,15.15,lost
2013,R1,1/4/2013,Geelong,13.15,1,Hawthorn,12.14,win
2013,R13,21/6/2013,West Coast,16.7,13,Hawthorn,19.9,lost
2013,R14,30/6/2013,Brisbane Lions,12.13,14,Hawthorn,21.17,lost
2013,R17,20/7/2013,Western Bulldogs,11.1,17,Hawthorn,13.17,lost
2013,R19,3/8/2013,Richmond,16.11,19,Hawthorn,9.12,win
2013,R21,16/8/2013,Collingwood,12.12,21,Hawthorn,18.11,lost
2013,R4,20/4/2013,Fremantle,11.1,4,Hawthorn,18.1,lost
2013,R5,28/4/2013,North Melbourne,13.18,5,Hawthorn,14.15,lost
2013,R7,11/5/2013,Sydney,12.1,7,Hawthorn,18.11,lost
2013,R8,18/5/2013,Greater Western Sydney,9.3,8,Hawthorn,21.14,lost
2013,R9,26/5/2013,Gold Coast,14.8,9,Hawthorn,18.1,lost
2013,R1,31/3/2013,Port Adelaide,19.19,1,Melbourne,8.6,win
2013,R10,2/6/2013,Hawthorn,21.17,10,Melbourne,6.12,win
2013,R11,10/6/2013,Collingwood,17.2,11,Melbourne,5.9,win
2013,R14,29/6/2013,Western Bulldogs,15.1,14,Melbourne,15.13,lost
2013,R15,7/7/2013,Sydney,16.2,15,Melbourne,13.7,win
2013,R17,20/7/2013,Brisbane Lions,13.16,17,Melbourne,11.9,win
2013,R18,27/7/2013,North Melbourne,22.18,18,Melbourne,4.4,win
2013,R21,18/8/2013,Fremantle,20.13,21,Melbourne,5.8,win
2013,R3,13/4/2013,West Coast,27.15,3,Melbourne,13.5,win
2013,R4,21/4/2013,Greater Western Sydney,15.13,4,Melbourne,22.12,lost
2013,R7,12/5/2013,Gold Coast,16.18,7,Melbourne,7.12,win
2013,R1,31/3/2013,Collingwood,15.13,1,North Melbourne,13.9,win
2013,R10,2/6/2013,St Kilda,10.5,10,North Melbourne,19.19,lost
2013,R14,30/6/2013,Greater Western Sydney,6.8,14,North Melbourne,19.16,lost
2013,R15,6/7/2013,Richmond,8.18,15,North Melbourne,19.14,lost
2013,R17,19/7/2013,Carlton,16.13,17,North Melbourne,16.12,win
2013,R19,2/8/2013,Geelong,13.8,19,North Melbourne,15.6,lost
2013,R22,24/8/2013,Hawthorn,17.15,22,North Melbourne,15.13,win
2013,R3,13/4/2013,Sydney,20.11,3,North Melbourne,13.14,win
2013,R4,21/4/2013,Brisbane Lions,9.8,4,North Melbourne,18.17,lost
2013,R6,4/5/2013,Port Adelaide,12.11,6,North Melbourne,14.9,lost
2013,R9,26/5/2013,Adelaide,18.17,9,North Melbourne,19.1,lost
2013,R13,22/6/2013,Sydney,8.6,13,Port Adelaide,10.12,lost
2013,R14,29/6/2013,Collingwood,7.9,14,Port Adelaide,13.8,lost
2013,R16,13/7/2013,Hawthorn,19.1,16,Port Adelaide,12.7,win
2013,R18,28/7/2013,Brisbane Lions,9.8,18,Port Adelaide,9.17,win
2013,R2,6/4/2013,Greater Western Sydney,11.12,2,Port Adelaide,19.2,lost
2013,R21,17/8/2013,Gold Coast,14.12,21,Port Adelaide,16.17,lost
2013,R23,31/8/2013,Carlton,15.14,23,Port Adelaide,15.13,win
2013,R3,14/4/2013,Adelaide,16.13,3,Port Adelaide,17.16,lost
2013,R5,27/4/2013,West Coast,10.19,5,Port Adelaide,12.12,lost
2013,R7,11/5/2013,Richmond,18.6,7,Port Adelaide,10.13,win
2013,R9,25/5/2013,Geelong,18.8,9,Port Adelaide,9.14,win
2013,EF,8/9/2013,Carlton,18.8,25,Richmond,14.12,win
2013,R12,15/6/2013,Adelaide,10.12,12,Richmond,16.14,lost
2013,R14,30/6/2013,St Kilda,8.7,14,Richmond,17.17,lost
2013,R16,13/7/2013,Gold Coast,6.8,16,Richmond,6.17,win
